City,State,Avg_Temp,Humidity,Rainfall,Wind_Speed,Pressure,Visibility,AQI
Chennai,Tamil Nadu,26.5,89.6,37.8,7.6,1010.5,71.1,116
Hyderabad,Telangana,27.8,80.8,19.6,14.7,995.9,22.3,183
Bhopal,Madhya Pradesh,26.9,56.4,15.2,2.9,992.4,74.1,126
Hyderabad,Telangana,25.1,38.4,35.6,6.0,1018.2,66.2,89
Chennai,Tamil Nadu,42.7,84.7,11.9,13.3,999.6,39.6,177
Lucknow,Uttar Pradesh,31.3,62.9,75.5,11.6,1010.6,80.8,20
Jaipur,Rajasthan,38.0,83.8,3.3,8.0,1023.5,27.4,219
Delhi,Delhi,42.1,39.4,70.8,24.1,995.1,39.0,44
Patna,Bihar,15.1,84.6,61.4,7.9,995.9,15.4,124
Hyderabad,Telangana,24.9,70.7,48.9,14.1,1014.6,44.9,79
Hyderabad,Telangana,24.4,63.6,20.6,12.1,1010.5,88.9,89
Delhi,Delhi,41.2,40.5,58.9,24.1,997.3,61.4,20
Patna,Bihar,28.1,75.1,2.0,17.1,1019.4,21.3,186
Chennai,Tamil Nadu,25.5,69.7,64.5,24.6,1014.9,8.4,103
Mumbai,Maharashtra,20.8,53.8,22.2,23.9,1018.9,88.4,34
Delhi,Delhi,33.6,50.6,37.7,5.3,1009.1,75.3,85
Mumbai,Maharashtra,23.4,54.7,72.4,24.7,1012.0,12.2,57
Bhopal,Madhya Pradesh,25.0,70.0,24.4,23.9,1012.7,22.7,122
Bengaluru,Karnataka,40.9,35.6,16.1,20.5,1001.6,34.2,130
Kolkata,West Bengal,30.2,52.8,19.0,13.8,1009.7,27.1,148
Hyderabad,Telangana,34.2,48.0,51.5,4.9,1003.5,72.4,49
Chennai,Tamil Nadu,17.6,49.2,67.5,22.3,999.6,37.6,35
Bhopal,Madhya Pradesh,18.8,60.4,5.2,21.3,991.6,9.6,179
Lucknow,Uttar Pradesh,30.9,65.9,49.5,17.7,1014.3,36.2,96
Bengaluru,Karnataka,40.8,39.4,68.7,21.4,1023.6,52.7,31
Lucknow,Uttar Pradesh,20.5,34.0,79.7,14.4,1006.2,24.1,47
Jaipur,Rajasthan,33.5,77.1,18.8,15.6,1013.2,48.9,149
Bhopal,Madhya Pradesh,37.4,35.3,8.7,12.4,1002.1,52.9,137
Jaipur,Rajasthan,16.3,73.5,38.8,3.9,1005.4,81.0,98
Delhi,Delhi,24.3,51.9,14.4,20.8,1002.1,55.6,112
Kolkata,West Bengal,20.1,42.8,66.6,8.6,1010.7,59.5,39
Lucknow,Uttar Pradesh,23.3,56.4,1.4,14.2,1021.6,7.1,202
Kolkata,West Bengal,17.2,44.3,41.0,8.6,1009.4,59.9,68
Chennai,Tamil Nadu,15.1,77.8,25.2,3.5,1012.5,59.6,133
Bhopal,Madhya Pradesh,26.6,73.7,77.5,23.0,1002.4,91.0,20
Hyderabad,Telangana,43.5,39.0,49.0,3.4,1010.7,42.4,102
Bhopal,Madhya Pradesh,17.3,42.4,55.4,9.5,1022.6,49.9,57
Lucknow,Uttar Pradesh,26.8,90.5,70.6,18.4,995.6,55.0,60
Hyderabad,Telangana,38.6,56.7,16.0,24.4,1004.4,65.3,102
Patna,Bihar,38.0,77.0,8.9,15.1,1000.6,75.4,129
Mumbai,Maharashtra,39.6,86.8,23.5,9.6,997.9,28.5,173
Chennai,Tamil Nadu,37.0,62.7,16.6,17.8,1004.6,56.2,121
Lucknow,Uttar Pradesh,35.7,81.3,42.8,24.5,997.7,14.4,138
Delhi,Delhi,16.4,38.6,13.1,24.3,1006.4,67.6,75
Mumbai,Maharashtra,34.6,30.5,68.1,5.2,1017.2,76.8,21
Mumbai,Maharashtra,28.0,36.5,22.3,5.9,1017.9,94.5,70
Mumbai,Maharashtra,31.2,66.7,53.1,15.9,1022.6,53.8,80
Delhi,Delhi,23.2,69.5,48.5,14.1,1007.6,88.1,44
Chennai,Tamil Nadu,43.4,68.6,45.2,19.0,992.1,7.5,128
Hyderabad,Telangana,21.2,61.8,27.6,5.0,1006.7,9.6,182
Kolkata,West Bengal,16.8,94.2,45.6,7.7,995.9,83.9,67
Chennai,Tamil Nadu,42.9,46.1,50.4,9.2,1020.5,46.5,83
Jaipur,Rajasthan,35.4,85.1,51.7,21.4,1023.9,26.6,108
Delhi,Delhi,19.0,71.8,69.0,11.6,1005.2,75.4,42
Kolkata,West Bengal,35.6,78.4,51.0,14.6,994.0,66.5,68
Bengaluru,Karnataka,30.5,41.3,30.2,11.3,994.9,80.8,60
Lucknow,Uttar Pradesh,25.4,91.4,18.5,17.9,1012.7,59.6,123
Kolkata,West Bengal,30.9,42.0,66.9,5.9,1000.2,29.9,86
Lucknow,Uttar Pradesh,39.5,72.4,48.9,20.0,991.3,22.4,127
Jaipur,Rajasthan,18.3,52.9,16.2,16.4,1011.5,64.8,82
Lucknow,Uttar Pradesh,28.0,39.1,54.4,10.1,1020.6,30.9,93
Hyderabad,Telangana,44.2,91.9,66.0,14.6,1012.7,22.3,125
Jaipur,Rajasthan,32.1,93.5,24.7,13.6,1008.5,52.1,134
Bhopal,Madhya Pradesh,28.8,70.7,57.7,18.7,1001.9,22.7,105
Hyderabad,Telangana,40.1,87.3,8.9,13.5,1012.0,47.0,180
Patna,Bihar,25.1,50.5,24.3,6.5,993.4,78.5,90
Jaipur,Rajasthan,44.8,86.9,57.3,5.1,995.9,57.9,109
Bhopal,Madhya Pradesh,29.0,77.7,27.5,13.6,999.0,56.0,107
Patna,Bihar,21.2,41.0,60.8,17.5,1000.6,72.0,20
Lucknow,Uttar Pradesh,35.0,88.9,6.8,8.4,1020.1,96.4,124
Hyderabad,Telangana,40.7,54.4,79.2,8.7,1011.8,10.2,93
Lucknow,Uttar Pradesh,18.5,69.2,43.9,13.9,991.3,53.6,96
Jaipur,Rajasthan,28.5,38.2,70.1,20.2,1009.6,8.4,69
Delhi,Delhi,36.5,70.3,69.6,16.3,990.1,60.0,40
Delhi,Delhi,22.2,73.1,11.2,2.9,1003.4,40.0,171
Kolkata,West Bengal,44.0,65.5,54.4,24.1,995.0,15.1,99
Chennai,Tamil Nadu,29.1,70.9,33.8,15.8,1013.2,96.2,41
Lucknow,Uttar Pradesh,20.6,83.1,39.0,18.6,1006.4,85.9,67
Patna,Bihar,24.4,79.6,7.5,15.4,1014.0,63.2,148
Mumbai,Maharashtra,27.2,30.3,34.8,16.4,1011.4,42.7,71
Lucknow,Uttar Pradesh,28.1,75.9,42.1,15.3,992.5,46.9,116
Chennai,Tamil Nadu,31.3,64.4,2.4,9.8,1003.3,81.9,134
Chennai,Tamil Nadu,38.7,50.4,36.6,9.6,996.2,77.5,83
Bengaluru,Karnataka,21.3,35.7,15.1,20.9,999.1,49.0,83
Patna,Bihar,42.4,72.4,38.4,20.1,1005.2,90.8,54
Bengaluru,Karnataka,35.8,41.5,54.4,3.0,1016.3,79.5,44
Mumbai,Maharashtra,26.4,55.8,57.8,18.7,1004.4,38.9,77
Chennai,Tamil Nadu,20.4,51.6,41.0,8.6,991.5,26.7,124
Lucknow,Uttar Pradesh,21.5,47.2,74.2,18.6,1008.9,92.3,20
Chennai,Tamil Nadu,38.4,94.7,55.3,9.2,1004.9,52.2,99
Bengaluru,Karnataka,36.3,87.1,73.6,21.4,1013.7,75.0,20
Chennai,Tamil Nadu,36.5,55.6,76.5,22.6,1000.7,90.1,20
Kolkata,West Bengal,31.2,73.0,22.4,24.2,1012.2,36.0,123
Delhi,Delhi,20.7,58.3,59.6,15.6,992.9,11.1,92
Delhi,Delhi,26.9,87.4,61.9,3.4,1011.9,35.3,120
Mumbai,Maharashtra,15.9,49.1,65.7,8.4,1022.2,99.3,20
Delhi,Delhi,31.2,86.4,44.6,5.7,995.7,29.3,140
Chennai,Tamil Nadu,40.6,81.8,14.9,8.5,1018.2,48.3,162
Patna,Bihar,43.3,48.3,69.4,6.1,1015.7,6.4,123
Chennai,Tamil Nadu,37.6,84.9,16.3,22.7,1021.6,91.3,78
Lucknow,Uttar Pradesh,37.7,72.3,22.0,5.7,1006.5,18.1,189
Mumbai,Maharashtra,32.8,80.8,6.1,6.8,1020.0,8.1,222
Delhi,Delhi,31.1,36.5,35.8,8.6,1017.8,17.8,118
Lucknow,Uttar Pradesh,35.1,78.4,67.1,3.8,1011.8,42.0,108
Lucknow,Uttar Pradesh,20.4,73.1,18.7,22.5,997.2,97.3,54
Bengaluru,Karnataka,38.2,38.6,47.4,10.6,996.7,26.1,110
Bengaluru,Karnataka,25.8,72.1,71.6,5.9,1012.6,50.0,64
Kolkata,West Bengal,39.6,31.1,18.6,10.3,994.6,72.9,87
Bengaluru,Karnataka,31.7,38.9,53.9,24.2,1009.6,15.1,84
Mumbai,Maharashtra,30.7,67.3,28.4,17.0,1001.9,9.8,154
Delhi,Delhi,31.6,74.0,44.4,13.2,1018.9,62.6,95
Jaipur,Rajasthan,23.1,53.6,9.0,8.7,1018.9,38.0,144
Lucknow,Uttar Pradesh,27.5,36.7,26.3,18.9,1002.2,96.3,42
Mumbai,Maharashtra,36.1,78.8,50.4,5.6,1008.7,46.9,107
Mumbai,Maharashtra,16.9,49.9,52.8,8.6,1015.7,35.6,104
Lucknow,Uttar Pradesh,44.4,31.8,35.1,19.4,995.5,39.0,98
Kolkata,West Bengal,37.0,78.4,62.8,15.5,991.4,94.5,25
Chennai,Tamil Nadu,16.9,64.7,19.6,10.4,1021.5,59.9,110
Delhi,Delhi,35.6,76.2,66.1,20.2,1006.8,30.0,91
Patna,Bihar,15.8,57.5,53.3,17.9,990.8,33.4,85
Kolkata,West Bengal,35.7,74.7,70.7,8.8,1011.0,42.1,71
Bhopal,Madhya Pradesh,39.7,52.7,15.7,3.7,1008.9,35.4,156
Chennai,Tamil Nadu,41.8,70.8,41.3,19.7,1020.8,70.2,66
Hyderabad,Telangana,19.1,52.6,30.7,7.1,1004.7,13.4,144
Kolkata,West Bengal,35.2,62.1,23.5,14.4,990.2,35.3,156
Bengaluru,Karnataka,15.2,85.7,28.9,14.9,1012.5,85.6,81
Hyderabad,Telangana,40.1,63.1,21.3,20.8,1005.5,64.7,100
Delhi,Delhi,35.4,47.1,66.9,14.2,995.1,39.4,47
Delhi,Delhi,22.9,77.6,50.8,20.7,992.0,41.7,89
Jaipur,Rajasthan,24.1,61.8,41.1,11.0,992.8,31.3,121
Jaipur,Rajasthan,15.7,90.6,75.1,17.2,1015.4,6.6,105
Hyderabad,Telangana,37.7,52.4,77.9,15.4,1015.9,69.4,20
Lucknow,Uttar Pradesh,21.9,77.3,24.0,22.9,1002.5,41.8,122
Bhopal,Madhya Pradesh,23.5,70.9,10.6,12.4,1014.5,38.6,153
Bengaluru,Karnataka,18.4,74.4,43.1,20.1,1001.8,59.2,83
Bengaluru,Karnataka,28.8,73.2,41.1,4.9,1018.4,19.0,153
Chennai,Tamil Nadu,40.8,81.8,32.5,7.8,1011.6,46.7,131
Bhopal,Madhya Pradesh,41.0,66.8,45.0,24.7,1012.0,99.6,27
Bhopal,Madhya Pradesh,27.5,60.3,36.0,14.8,1021.8,7.3,142
Delhi,Delhi,31.1,56.1,21.1,4.3,1003.2,59.8,121
Bengaluru,Karnataka,37.8,38.2,64.3,8.0,1006.8,46.3,52
Delhi,Delhi,38.1,56.5,6.7,16.1,1019.5,85.1,89
Bhopal,Madhya Pradesh,24.2,76.1,59.4,20.0,1002.4,78.5,32
Jaipur,Rajasthan,23.9,54.6,15.7,15.5,1007.3,84.0,85
Kolkata,West Bengal,27.0,83.0,64.4,17.3,1020.6,52.9,65
Hyderabad,Telangana,23.6,93.9,19.2,3.3,1012.5,44.7,187
Kolkata,West Bengal,39.8,84.2,37.8,19.6,1013.3,83.1,84
Mumbai,Maharashtra,31.5,84.0,71.2,17.2,1007.8,33.6,85
Hyderabad,Telangana,18.6,89.8,20.0,5.2,1021.2,90.4,107
Bhopal,Madhya Pradesh,16.0,54.8,5.9,9.1,995.4,12.0,197
Bengaluru,Karnataka,44.6,68.7,70.7,8.6,992.2,31.1,111
Lucknow,Uttar Pradesh,17.7,82.6,12.9,3.2,1010.0,43.6,163
Bengaluru,Karnataka,41.3,75.1,76.2,19.1,1020.4,19.6,94
Hyderabad,Telangana,38.6,53.1,6.6,3.3,1014.5,34.5,182
Bengaluru,Karnataka,44.3,42.0,63.6,22.8,1019.0,66.0,20
Mumbai,Maharashtra,25.8,84.0,71.1,19.5,999.1,26.3,91
Lucknow,Uttar Pradesh,16.9,37.8,30.7,13.2,1008.5,26.7,108
Bengaluru,Karnataka,39.0,59.1,57.9,14.6,1024.9,67.2,38
Chennai,Tamil Nadu,38.9,41.6,65.2,22.5,1013.9,52.2,25
Lucknow,Uttar Pradesh,37.2,57.7,47.1,20.8,993.4,93.2,20
Hyderabad,Telangana,21.4,74.0,76.3,16.7,1010.2,39.0,56
Bhopal,Madhya Pradesh,32.6,45.3,59.9,7.9,1014.9,73.3,25
Bengaluru,Karnataka,42.8,76.8,36.0,10.2,1001.9,44.4,134
Lucknow,Uttar Pradesh,21.7,31.3,78.3,24.1,997.5,39.5,20
Lucknow,Uttar Pradesh,38.0,56.7,16.5,12.1,999.7,46.9,139
Lucknow,Uttar Pradesh,42.2,60.9,41.8,19.8,1009.0,9.1,142
Bhopal,Madhya Pradesh,28.0,53.5,73.5,18.4,1009.9,35.5,39
Delhi,Delhi,30.1,86.1,71.2,9.8,1004.3,85.7,27
Mumbai,Maharashtra,23.6,72.1,8.5,4.8,998.7,44.2,185
Bhopal,Madhya Pradesh,43.9,89.2,65.3,7.2,1024.1,68.9,92
Delhi,Delhi,25.5,33.3,74.6,4.8,1008.0,29.6,69
Chennai,Tamil Nadu,34.0,69.9,60.6,14.1,994.4,50.9,80
Lucknow,Uttar Pradesh,22.3,93.7,41.5,6.1,1013.7,89.8,75
Jaipur,Rajasthan,26.7,37.5,49.3,22.0,1018.9,82.7,20
Kolkata,West Bengal,39.1,90.0,67.3,15.2,994.7,21.3,120
Chennai,Tamil Nadu,40.4,54.6,33.5,8.5,1003.6,8.5,152
Bhopal,Madhya Pradesh,28.5,91.6,30.8,14.4,1019.9,11.0,190
Bengaluru,Karnataka,40.9,74.8,44.1,14.3,1008.0,20.1,131
Jaipur,Rajasthan,31.5,83.2,20.3,21.0,1021.0,37.5,154
Kolkata,West Bengal,26.8,31.8,76.2,4.4,1015.2,28.8,73
Kolkata,West Bengal,31.2,67.5,22.6,9.9,1016.6,86.6,84
Delhi,Delhi,41.7,91.8,49.3,18.7,995.3,6.4,151
Lucknow,Uttar Pradesh,34.6,91.6,25.4,17.3,1023.4,90.1,86
Kolkata,West Bengal,16.9,76.4,71.0,14.0,1003.0,45.7,63
Patna,Bihar,18.8,94.4,1.5,24.4,1020.9,57.9,150
Patna,Bihar,32.5,59.6,5.6,17.3,1022.9,55.6,130
Kolkata,West Bengal,38.5,49.7,60.7,24.3,1013.5,72.7,20
Bhopal,Madhya Pradesh,27.5,46.3,27.8,19.9,992.5,6.1,129
Patna,Bihar,27.4,89.2,51.7,3.7,995.6,64.1,102
Mumbai,Maharashtra,29.0,72.2,28.7,24.0,1006.4,45.0,94
Hyderabad,Telangana,37.5,59.1,31.8,14.5,1009.0,93.7,51
Patna,Bihar,15.8,46.0,12.9,9.5,1023.7,87.9,95
Mumbai,Maharashtra,29.2,71.1,2.5,18.4,1023.2,25.9,190
Hyderabad,Telangana,31.6,48.9,23.9,7.3,996.7,34.2,140
Chennai,Tamil Nadu,18.6,84.6,40.1,16.6,1017.3,72.9,77
Delhi,Delhi,44.3,87.0,12.3,3.5,1011.4,15.2,216
Jaipur,Rajasthan,26.3,82.2,15.8,18.4,997.9,31.8,152
Kolkata,West Bengal,37.3,45.9,61.5,10.6,999.5,30.2,75
Bhopal,Madhya Pradesh,29.7,92.9,5.0,9.3,1023.6,96.3,119
Delhi,Delhi,31.6,71.1,66.9,17.0,1007.4,27.8,89
Bengaluru,Karnataka,34.8,71.8,67.1,18.9,1005.7,76.5,22
Delhi,Delhi,39.2,86.6,64.4,23.1,1021.6,87.8,29
Bhopal,Madhya Pradesh,15.8,39.5,67.4,23.0,1004.9,12.9,70
Mumbai,Maharashtra,44.4,46.5,39.4,23.6,1000.7,18.3,98
Hyderabad,Telangana,35.8,65.5,10.4,20.9,1007.7,59.8,130
Kolkata,West Bengal,18.6,38.3,55.0,9.9,998.0,88.1,20
Kolkata,West Bengal,42.9,50.0,1.4,2.3,1024.9,72.3,141
Delhi,Delhi,21.9,79.1,77.9,23.5,996.3,17.4,69
Bengaluru,Karnataka,43.0,49.1,13.1,16.8,1008.9,86.0,75
Patna,Bihar,42.5,43.2,9.1,22.4,999.4,80.1,95
Kolkata,West Bengal,23.9,56.4,31.3,11.4,1010.3,49.4,94
Chennai,Tamil Nadu,36.2,62.4,22.6,19.8,1003.2,23.4,152
Patna,Bihar,30.9,73.0,6.3,4.8,998.6,92.1,114
Hyderabad,Telangana,31.1,92.5,22.5,24.3,1016.3,41.4,142
Lucknow,Uttar Pradesh,19.2,37.9,31.5,5.4,998.7,99.2,56
Kolkata,West Bengal,39.0,79.4,22.1,2.2,1007.5,15.3,220
Patna,Bihar,31.9,94.6,6.8,14.2,997.6,23.0,203
Mumbai,Maharashtra,16.4,94.3,41.9,4.3,1008.2,60.7,115
Bengaluru,Karnataka,39.2,36.0,29.5,4.5,1023.1,42.2,121
Lucknow,Uttar Pradesh,15.5,50.1,65.0,7.2,1016.9,99.0,20
Chennai,Tamil Nadu,43.5,81.6,10.3,6.0,1007.8,34.4,206
Hyderabad,Telangana,17.1,77.2,10.0,11.1,1009.3,79.8,109
Hyderabad,Telangana,15.7,33.1,46.7,4.1,1014.0,23.4,112
Delhi,Delhi,38.5,33.5,42.8,5.8,1000.7,13.7,128
Hyderabad,Telangana,26.1,81.3,15.9,22.7,1021.3,70.0,116
Mumbai,Maharashtra,35.1,44.6,20.1,14.7,1008.5,36.5,141
Bengaluru,Karnataka,31.6,50.3,33.5,15.3,990.4,65.7,75
Chennai,Tamil Nadu,17.6,45.4,73.1,18.4,991.5,42.1,36
Kolkata,West Bengal,38.1,82.3,67.9,8.6,1021.0,91.9,33
Lucknow,Uttar Pradesh,44.2,77.8,76.3,16.4,1009.2,37.6,58
Mumbai,Maharashtra,17.6,85.3,69.3,7.5,1012.2,98.6,33
Bhopal,Madhya Pradesh,28.9,41.9,54.9,7.3,1000.0,55.2,52
Mumbai,Maharashtra,36.3,87.9,51.6,13.6,1009.7,81.1,54
Bhopal,Madhya Pradesh,27.0,60.1,48.8,10.3,1017.8,61.2,61
Jaipur,Rajasthan,43.8,81.3,77.2,3.9,991.2,13.8,127
Patna,Bihar,36.6,71.8,72.1,24.7,1014.4,36.3,51
Delhi,Delhi,39.4,32.6,74.0,12.9,1016.7,37.7,35
Kolkata,West Bengal,44.8,40.6,20.5,16.9,994.1,15.6,145
Delhi,Delhi,24.5,57.6,10.6,8.4,1009.9,53.5,127
Bengaluru,Karnataka,17.9,86.8,38.7,9.9,1010.8,24.2,159
Lucknow,Uttar Pradesh,44.6,82.1,79.4,19.8,1021.3,29.2,76
Patna,Bihar,40.3,90.6,31.7,10.4,1008.3,22.4,178
Kolkata,West Bengal,35.2,37.3,18.4,20.0,1007.2,64.6,70
Delhi,Delhi,18.9,55.5,57.1,7.8,1010.1,68.6,45
Delhi,Delhi,45.0,82.1,71.9,17.6,1007.4,53.7,67
Jaipur,Rajasthan,15.4,63.0,6.2,10.7,1021.3,33.7,165
Lucknow,Uttar Pradesh,29.7,85.0,13.8,24.5,1014.6,84.4,78
Jaipur,Rajasthan,29.8,91.0,53.8,7.0,1001.9,58.8,99
Lucknow,Uttar Pradesh,32.4,72.4,47.4,22.6,999.5,88.4,34
Patna,Bihar,37.4,76.4,63.3,23.5,995.0,30.4,70
Bhopal,Madhya Pradesh,25.7,31.9,2.0,23.4,991.4,34.8,119
Kolkata,West Bengal,24.8,61.6,67.4,10.3,999.4,77.9,27
Delhi,Delhi,22.7,92.3,60.3,20.3,1022.3,19.7,96
Lucknow,Uttar Pradesh,18.4,82.7,29.4,11.3,1014.4,85.7,93
Chennai,Tamil Nadu,27.6,45.6,25.7,12.4,997.8,42.7,116
Delhi,Delhi,27.2,33.9,39.5,22.3,1002.3,27.3,81
Patna,Bihar,27.6,76.9,27.9,16.1,999.1,55.2,128
Bhopal,Madhya Pradesh,23.9,91.0,25.8,21.3,990.4,96.3,59
Patna,Bihar,41.1,43.4,22.5,22.7,1015.2,97.8,41
Patna,Bihar,43.5,53.1,52.8,20.1,1000.4,39.4,63
Chennai,Tamil Nadu,32.6,65.8,11.0,16.7,1014.4,88.8,90
Hyderabad,Telangana,38.9,49.9,9.7,22.0,1000.9,5.2,164
Hyderabad,Telangana,26.2,72.8,75.3,23.1,1002.8,82.2,20
Jaipur,Rajasthan,40.9,42.3,78.0,22.7,1020.3,91.5,20
Delhi,Delhi,27.4,33.8,43.6,24.8,993.3,45.5,57
Chennai,Tamil Nadu,22.9,83.7,62.6,7.5,1017.1,13.2,122
Jaipur,Rajasthan,19.4,85.8,68.0,15.1,999.8,14.1,120
Patna,Bihar,32.3,83.4,27.7,4.4,1012.1,79.5,121
Kolkata,West Bengal,36.2,84.9,76.1,8.3,996.8,65.9,43
Hyderabad,Telangana,39.8,38.0,63.6,17.1,1016.0,56.4,39
Bengaluru,Karnataka,24.0,83.5,33.1,8.3,1020.7,56.7,134
Bhopal,Madhya Pradesh,37.3,61.0,78.0,13.4,1024.7,75.8,20
Jaipur,Rajasthan,33.0,57.0,6.0,8.5,1020.9,88.1,119
Kolkata,West Bengal,15.6,88.7,71.5,21.2,992.5,78.3,20
Mumbai,Maharashtra,22.0,42.3,38.9,11.5,1017.6,50.0,83
Jaipur,Rajasthan,44.0,77.0,49.3,3.4,999.9,93.0,82
Bhopal,Madhya Pradesh,19.3,41.4,39.2,20.6,1006.2,97.6,20
Hyderabad,Telangana,25.7,87.4,2.0,6.3,1022.7,43.5,191
Bengaluru,Karnataka,39.5,58.5,39.5,20.4,999.6,38.9,96
Jaipur,Rajasthan,26.4,75.7,2.3,11.8,1010.7,43.4,186
Bhopal,Madhya Pradesh,23.5,83.4,59.3,23.3,1003.0,50.9,56
Bhopal,Madhya Pradesh,30.6,55.5,52.1,14.8,1019.1,64.2,60
Bhopal,Madhya Pradesh,42.0,82.1,66.0,12.1,994.5,51.8,74
Kolkata,West Bengal,44.3,41.4,8.3,20.5,1005.6,59.3,97
Patna,Bihar,25.4,69.7,74.4,10.0,1003.9,86.2,25
Chennai,Tamil Nadu,17.8,89.6,62.0,8.6,1002.1,88.6,45
Bhopal,Madhya Pradesh,16.5,59.5,78.4,18.8,992.9,67.5,20
Jaipur,Rajasthan,24.6,52.8,26.4,3.3,1007.9,91.4,86
Hyderabad,Telangana,28.1,39.8,31.1,11.0,994.5,66.9,82
Bengaluru,Karnataka,27.2,63.5,67.3,19.0,1014.3,24.8,80
Bengaluru,Karnataka,38.7,54.9,15.1,24.3,993.0,96.5,51
Kolkata,West Bengal,37.9,91.5,56.7,3.0,1004.0,46.6,119
Kolkata,West Bengal,17.1,47.4,15.0,11.9,999.2,91.7,85
Delhi,Delhi,30.7,77.4,17.6,15.2,1018.2,61.2,140
Chennai,Tamil Nadu,38.2,46.6,2.5,4.8,997.2,18.8,203
Kolkata,West Bengal,24.9,32.3,36.2,6.2,1015.0,93.2,45
Lucknow,Uttar Pradesh,39.2,63.5,19.7,18.4,1023.5,26.7,164
Patna,Bihar,20.7,44.2,61.3,11.6,1013.0,95.4,20
Lucknow,Uttar Pradesh,24.9,70.4,71.6,3.4,999.4,29.8,103
Hyderabad,Telangana,39.4,94.8,52.1,3.2,1023.7,49.2,136
Patna,Bihar,39.2,52.8,79.0,17.5,1023.8,7.1,66
Mumbai,Maharashtra,32.7,47.4,71.7,22.5,993.1,29.9,54
Mumbai,Maharashtra,44.6,31.4,42.4,9.5,1010.9,23.2,128
Kolkata,West Bengal,31.1,30.6,10.8,23.5,1002.4,90.0,47
Jaipur,Rajasthan,18.4,76.1,1.6,12.8,1017.0,52.7,154
Lucknow,Uttar Pradesh,36.1,92.7,41.8,7.4,1004.1,27.8,159
Bhopal,Madhya Pradesh,36.1,35.4,48.9,14.5,1021.6,32.5,72
Lucknow,Uttar Pradesh,30.5,31.5,1.1,16.8,1014.2,27.9,163
Lucknow,Uttar Pradesh,30.6,82.2,56.8,11.9,1007.0,66.5,81
Mumbai,Maharashtra,29.3,59.4,9.2,15.5,1024.1,78.2,108
Hyderabad,Telangana,22.1,82.5,73.3,3.6,1004.4,63.3,69
Jaipur,Rajasthan,29.2,81.8,59.3,7.6,993.0,6.5,144
Bengaluru,Karnataka,37.3,36.6,63.8,16.5,1005.8,6.5,90
Bengaluru,Karnataka,38.9,85.9,62.7,10.5,990.9,36.8,98
Chennai,Tamil Nadu,24.5,89.8,19.2,21.7,1002.4,58.0,134
Kolkata,West Bengal,15.0,42.0,53.2,12.9,1016.7,27.0,79
Jaipur,Rajasthan,41.1,32.5,26.9,7.0,996.7,89.8,73
Chennai,Tamil Nadu,25.2,37.4,65.0,11.6,990.5,39.7,45
Chennai,Tamil Nadu,33.8,61.1,60.8,21.8,1014.2,44.1,70
Bhopal,Madhya Pradesh,33.1,78.1,40.6,4.0,996.2,40.6,155
Chennai,Tamil Nadu,19.2,66.8,70.6,6.3,1010.1,91.9,20
Delhi,Delhi,16.8,93.8,43.8,8.7,990.6,56.3,106
Patna,Bihar,38.0,63.5,37.3,22.6,998.9,48.8,90
Chennai,Tamil Nadu,16.5,43.6,24.9,6.4,1003.9,34.5,140
Delhi,Delhi,24.4,47.7,38.0,23.3,1012.2,53.0,56
Bhopal,Madhya Pradesh,33.1,73.6,34.4,23.2,1016.4,79.8,73
Lucknow,Uttar Pradesh,36.6,53.0,78.6,8.6,1004.2,47.2,43
Jaipur,Rajasthan,38.4,63.8,39.6,3.9,1008.1,36.9,126
Delhi,Delhi,22.2,33.9,0.2,16.4,990.1,74.9,96
Delhi,Delhi,41.4,34.2,55.6,22.7,999.0,76.2,21
Lucknow,Uttar Pradesh,38.7,43.2,67.0,20.7,1001.5,18.8,79
Delhi,Delhi,41.4,71.6,39.9,12.1,999.2,49.0,113
Lucknow,Uttar Pradesh,32.8,48.0,29.6,20.2,990.6,45.6,83
Hyderabad,Telangana,21.1,53.9,51.1,13.0,1009.8,92.3,30
Hyderabad,Telangana,37.4,86.7,54.2,12.0,1019.7,41.5,117
Patna,Bihar,35.3,32.6,12.9,17.4,994.6,96.5,56
Mumbai,Maharashtra,20.7,30.3,9.9,12.1,1007.9,89.9,78
Patna,Bihar,40.8,82.1,79.1,20.1,1014.4,14.7,81
Lucknow,Uttar Pradesh,22.6,86.3,30.6,13.2,997.7,36.3,152
Bengaluru,Karnataka,44.2,86.0,60.3,17.5,1006.1,19.6,115
Chennai,Tamil Nadu,17.6,49.7,41.2,15.9,1003.3,51.2,60
Kolkata,West Bengal,24.2,81.3,40.9,19.8,1022.4,96.1,46
Lucknow,Uttar Pradesh,27.1,91.9,36.5,20.3,1019.5,83.0,63
Jaipur,Rajasthan,40.8,70.9,56.2,18.8,1001.8,55.0,82
Kolkata,West Bengal,22.8,79.5,52.8,5.1,993.6,66.3,87
Delhi,Delhi,23.5,81.1,54.2,22.2,1021.2,61.7,51
Kolkata,West Bengal,23.0,67.9,66.3,3.8,1005.5,32.3,114
Bengaluru,Karnataka,38.5,50.1,3.8,11.2,1002.0,59.9,131
Jaipur,Rajasthan,32.0,47.2,28.7,21.3,1008.0,62.6,82
Mumbai,Maharashtra,42.7,92.0,26.8,6.3,1019.6,93.1,101
Hyderabad,Telangana,29.6,31.7,7.4,5.3,1010.4,5.5,186
Patna,Bihar,16.2,43.2,62.8,18.6,1018.1,48.3,39
